word,occurrences,avg_attention,avg_bias_drop,avg_anger_drop,avg_disgust_drop,avg_fear_drop,avg_joy_drop,avg_optimism_drop,avg_sadness_drop,avg_neutral_drop
americans,19,1.0,0.001715824007987976,0.007981577986165098,0.0089064663962314,-6.62238974320261e-05,0.006026621123677806,0.00669188601405997,-0.002380847146636561,-0.005575052217433327
house,19,1.0,-0.0018391366067685578,-0.0068600428731817945,-0.015414716381775705,-0.017652978238306548,-0.009202259249593081,0.0043742782191226355,-0.010844778857733073,0.013666419606459769
biden,18,1.0,0.010109391891294055,-0.002463569243748983,-0.031604660054047905,-0.010866624613602957,-0.009185272165470652,0.0030259001586172315,-0.014771131177743277,0.03603799641132355
sen,18,1.0,-0.002549652010202408,0.01722115443812476,-0.004846932987372081,-0.012483414676454332,-0.008319551332129372,-0.0061897652016745675,-0.008648140562905205,-0.0005348871151606242
last,18,1.0,-0.0027975299292140538,0.006694566872384813,0.0018678887022866143,0.006314391891161601,-0.0032387181288666194,-0.0033589121368196276,0.004984026567803489,-0.0064373380608028835
republican,17,1.0,0.02043511499376858,0.008211653022205128,0.017890214043505052,-0.020879187128123117,-0.018940403180963853,-0.0005097428665441625,-0.010628418010823867,-0.027835602269453162
will,17,1.0,0.004112656063893262,-0.0025209293645970963,0.005215380121679867,-0.006176606697194716,-0.00550421656054609,-0.0029816750217886534,-0.019952987046802744,-0.004094016902586993
years,17,1.0,0.0022118442198809456,0.00030555707566878377,0.006188794093973497,0.005626324345083798,0.0050313674351748295,0.0010745420175440172,0.0008895055336110733,-0.006118609624750474
anti,17,1.0,-0.0022081568398896385,-0.04831027809311362,-0.044620468335993146,-0.04596813549013699,0.02575418966657975,0.012960465515361112,-0.011882872265927932,0.07366747102316688
year,17,1.0,-0.020149396184612724,0.001712670221048243,0.0017748790628769819,-0.004102820859235876,2.91370293673347e-05,0.011834827416083393,0.005984842777252197,-0.0010093415484708898
made,16,1.0,0.004881064873188734,0.010420328006148338,0.006420521065592766,-0.005310889333486557,-0.014268030179664493,-0.001882573589682579,0.013918313663452864,-0.007391464896500111
all,16,1.0,0.0028548799455165863,0.00731116347014904,0.00989263691008091,-0.003930043429136276,-0.005995247978717089,-0.009312892332673073,-0.010465152561664581,-0.006398374680429697
since,16,1.0,-0.001484082080423832,0.006229214370250702,0.002981223165988922,-0.011389991268515587,-0.00867971871048212,-0.00844104285351932,-0.0049387007020413876,0.0010392330586910248
people,16,1.0,-0.00494761299341917,0.0019329003989696503,-0.001998838037252426,-0.00514766201376915,-0.0034979728516191244,-0.012013773433864117,0.007226731162518263,0.009848155081272125
coronavirus,15,1.0,0.07326152871052424,-0.012377037604649862,0.001285684108734131,-0.042791181802749635,-0.0055202566087245945,-0.03716085404157639,-0.051060508191585544,0.03730332354704539
gun,15,1.0,-0.0026769980788230894,-0.00733611782391866,-0.012339880069096884,-0.05000474850336711,-0.02885484273235003,-0.009919557968775432,-0.0068732490142186485,0.011984803279240926
more,15,1.0,-0.0036585936943689984,0.005705311894416809,0.0047372172276178995,-0.0008137702941894531,-0.001875101278225581,0.001198496917883555,-0.0007306555906931559,-0.011938555041948955
warren,15,1.0,-0.02441184918085734,0.01456762154897054,0.00857451359430949,0.014255189895629882,0.003472203512986501,0.007805546124776204,-0.0012878234187761943,0.006294518709182739
vaccine,14,1.0,0.019357599318027496,0.012125752866268158,0.03307674399444035,-0.01709903989519392,-0.006575861679656165,-0.01968656693186079,-0.019464296954018728,-0.016887364642960683
presidential,14,1.0,0.011014021933078766,-0.003332534006663731,-0.0006873799221856254,-0.009967198329312461,-0.011270479964358466,-0.009486098374639238,0.0057610635246549335,0.005262853843825204
two,14,1.0,-0.0010227196450744355,-0.004981861582824162,-0.0015061040009771074,0.0003222865717751639,-2.855887370450156e-05,-0.004706266735281263,-0.006592363119125366,0.0018169432878494263
sanders,14,1.0,-0.004889903856175286,0.01117173901626042,0.00906075005020414,0.006254759218011584,0.004679566781435694,0.024538885269846235,0.0029719157942703794,-0.018082256828035628
however,14,1.0,-0.016950027218886783,-0.023600017385823385,-0.016825906932353973,-0.019202380308083127,0.013766595029405184,0.011495907391820635,-0.013256991016013282,0.05007965729704925
administration,14,1.0,-0.022569197895271436,0.019887547407831465,0.020484383617128645,0.029109773891312734,0.0033724733761378695,0.0034631474741867612,0.016143471002578735,-0.02708829939365387
most,14,1.0,-0.04019317137343543,-0.006596812180110386,0.003545221473489489,-0.003222408039229257,0.0012301158692155565,0.013713747262954712,-0.003267452120780945,0.007089161447116307
climate,13,1.0,0.010723907213944655,-0.004312030397928678,0.01579648141677563,-0.0528570321890024,-0.040562610213573165,-0.034357195863356955,-0.04004989277858,0.027631199130645163
out,13,1.0,0.0014894541639548081,-0.014497641187447768,-0.004369701330478375,-0.009033181346379794,0.002911039269887484,0.0008364124939991877,0.001954903969397912,0.010887449750533471
first,13,1.0,0.00041234206694823044,0.001961265618984516,0.0006600469350814819,-0.004239436525564928,-0.002628313234219184,-0.004238530993461609,-0.012092026666953014,-0.010525111968700703
tuesday,13,1.0,-0.0031052386531463037,-0.0023470853383724508,0.014700318758304302,-0.002450616313860967,0.007083517141067064,0.020255684852600098,0.019392591829483326,-0.02052938938140869
